"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CNSL","Consolidated Communications Holdings, Inc.","26.72","$1.35B","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","69.55","$21.19B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","10.83","$160.49M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CTO","Consolidated-Tomoka Land Co.","54.6","$313.38M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cto",
"STZ","Constellation Brands Inc","147.94","$29.75B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stz.b",
"CSTM","Constellium N.V.","6.05","$638.42M","2013","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cstm",
"CPSS","Consumer Portfolio Services, Inc.","4.88","$116.35M","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"TCS","Container Store (The)","5.38","$261.4M","2013","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tcs",
"MCF","Contango Oil & Gas Company","9.01","$227.61M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CBPX","Continental Building Products, Inc.","21.35","$853.84M","2014","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cbpx",
"CUO","Continental Materials Corporation","21.692","$36.29M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cuo",
"CLR","Continental Resources, Inc.","46.77","$17.52B","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"CFRX","ContraFect Corporation","1.877","$78.04M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CFRXW","ContraFect Corporation","0.08","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxw",
"CTRV","ContraVir Pharmaceuticals Inc","2.05","$109.99M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","11.31","$267.36M","2013","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","15.5","$1.57B","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/vlrs",
"CVG","Convergys Corporation","24.03","$2.29B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/cvg",
"CPAA","Conyers Park Acquisition Corp.","10.25","$103.14M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/cpaa",
"CPAAU","Conyers Park Acquisition Corp.","10.98","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/cpaau",
"CPAAW","Conyers Park Acquisition Corp.","4","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/cpaaw",
"COO","Cooper Companies, Inc. (The)","170.13","$8.29B","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coo",
"CTB","Cooper Tire & Rubber Company","37.3","$1.99B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","88.42","$1.56B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cps",
"CPA","Copa Holdings, S.A.","88","$3.7B","2005","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/cpa",
"CPRT","Copart, Inc.","55.21","$6.3B","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"COYN","COPsync, Inc.","0.92","$8.18M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coyn",
"COYNW","COPsync, Inc.","0.17","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coynw",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","8.9","$389.36M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","9.72","$1.08B","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"CLB","Core Laboratories N.V.","105.93","$4.67B","1995","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CMT","Core Molding Technologies Inc","16.03","$124.9M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/cmt",
"CXW","CoreCivic, Inc.","20.8","$2.45B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","35.79","$3.09B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clgx",
"CORE","Core-Mark Holding Company, Inc.","35.67","$1.65B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CORR","CorEnergy Infrastructure Trust, Inc.","30.8","$365.79M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","23.51","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/corr^a",
"COR","CoreSite Realty Corporation","67.3","$2.28B","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cor",
"COR^A","CoreSite Realty Corporation","25.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cor^a",
"CVRS","Corindus Vascular Robotics, Inc.","0.82","$97.6M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cvrs",
"CORI","Corium International, Inc.","5.96","$133.26M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CRMD","CorMedix Inc","1.81","$73.17M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crmd",
"CSOD","Cornerstone OnDemand, Inc.","36.16","$2.03B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","14.54","$112.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","14.9","$322.47M","1987","n/a","n/a","http://www.nasdaq.com/symbol/clm",
"GLW","Corning Incorporated","23.49","$22.34B","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/glw",
"GYC","Corporate Asset Backed Corp CABCO","22.94","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyc",
"OFC","Corporate Office Properties Trust","28.71","$2.72B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ofc",
"OFC^L","Corporate Office Properties Trust","25.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofc^l",
"CRVL","CorVel Corp.","33","$643.25M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","15.44","$322.88M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crvs",
"CZZ","Cosan Limited","7.14","$1.89B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","7.14","$540.48M","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","19.3412","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","19.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","19.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^d",
"CSGP","CoStar Group, Inc.","193.71","$6.31B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","152","$66.44B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"COTV","Cotiviti Holdings, Inc.","32.96","$2.97B","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cotv",
"COT","Cott Corporation","12.19","$1.69B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","18.24","$13.61B","2013","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/coty",
"CPAH","CounterPath Corporation","2","$9.11M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"CFC^B","Countrywide Financial Corporation","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfc^b",
"ICBK","County Bancorp, Inc.","21.93","$143.19M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/icbk",
"COUP","Coupa Software Incorporated","27.62","$1.33B","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/coup",
"CUZ","Cousins Properties Incorporated","7.75","$3.05B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","14.7","$1.92B","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/cva",
"CVTI","Covenant Transportation Group, Inc.","19.72","$358.79M","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COVS","Covisint Corporation","2.05","$83.73M","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/covs",
"COWN","Cowen Group, Inc.","3.15","$338.04M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"COWNL","Cowen Group, Inc.","25.43","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cownl",
"CPF","CPB Inc.","29.71","$915.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cpf",
"CPL","CPFL Energia S.A.","13.7","$6.97B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpl",
"CVU","CPI Aerostructures, Inc.","7.65","$66.83M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/cvu",
"PMTS","CPI Card Group Inc.","3.775","$208.48M","2015","Finance","Finance Companies","http://www.nasdaq.com/symbol/pmts",
"CPSH","CPS Technologies Corp.","1.4079","$18.59M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","30.94","$255.99M","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","153.15","$3.68B","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","16.65","$320.64M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CR","Crane Company","74.67","$4.38B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crd.b",
"CRAY","Cray Inc","19.725","$803.75M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"BAP","Credicorp Ltd.","152.65","$14.41B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bap",
"CACC","Credit Acceptance Corporation","190.07","$3.86B","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"CIK","Credit Suisse Asset Management Income Fund, Inc.","2.93","$153.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cik",
"GLDI","Credit Suisse Gold Shares Covered Calls ETN","9.55","$129.17M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gldi",
"CS","Credit Suisse Group","14.89","$31.09B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cs",
"DHY","Credit Suisse High Yield Bond Fund","2.33","$232.78M","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhy",
"SLVO","Credit Suisse Silver Shares Covered Call ETN","8.79","$7.47M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/slvo",
"CREE","Cree, Inc.","24.5","$2.44B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CPG","Crescent Point Energy Corporation","11.37","$6.16B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","21.4","$1.48B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceqp",
"CRESY","Cresud S.A.C.I.F. y A.","14.6","$738M","1997","Finance","Real Estate","http://www.nasdaq.com/symbol/cresy",
"CRHM","CRH Medical Corporation","5.25","$379.71M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crhm",
"CRH","CRH PLC","34.92","$28.77B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/crh",
"CRSP","CRISPR Therapeutics AG","17.55","$690.78M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/crsp",
"CRTO","Criteo S.A.","39.96","$2.55B","2013","Technology","Advertising","http://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","8.45","$621.47M","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
"CCRN","Cross Country Healthcare, Inc.","14.98","$494.5M","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"CRT","Cross Timbers Royalty Trust","17.3","$103.8M","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","25.31","$848.23M","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/capl",
"XRDC","Crossroads Capital, Inc.","1.6","$15.43M","2011","n/a","n/a","http://www.nasdaq.com/symbol/xrdc",
